Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH400118546,Liquor - hotel licence,1960-03-02 00:00:00,Current,1960-03-02 00:00:00,Trading,Royal Hotel,Lords Pl & Summer St,ORANGE,2800.0,-33.283601,149.100985,Orange,,Country,ROYAL HOTEL ORANGE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Orange,Yes,3.0,25,0,25,0,25,25,2022,,,
LIQH400105347,Liquor - hotel licence,1960-02-29 00:00:00,Current,1960-02-29 00:00:00,Trading,Royal Exhibition Hotel,86-88 Chalmers St,SURRY HILLS,2010.0,-33.885968,151.20715,Sydney,,Metropolitan,Francisco Grez,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Surry Hills,No,2.0,25,3,28,0,28,28,2022,,,
LIQH400100892,Liquor - hotel licence,1960-02-22 00:00:00,Current,1960-02-22 00:00:00,Trading,Burdekin Hotel,2 Oxford St,DARLINGHURST,2010.0,-33.87714,151.212953,Sydney,Sydney CBD Precinct,Metropolitan,Burdekin Hotel Group Pty Ltd,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Darlinghurst,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400103972,Liquor - hotel licence,1960-02-22 00:00:00,Current,1960-02-22 00:00:00,Trading,Miranda Hotel,590 Kingsway,MIRANDA,2228.0,-34.034445,151.101237,Sutherland Shire,,Metropolitan,Nathan Van Hoeck,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Miranda - Yowie Bay,No,1.0,23,7,30,0,30,30,2022,,,
LIQH400108575,Liquor - hotel licence,1960-02-19 00:00:00,Current,1960-02-19 00:00:00,Trading,Slipway Inn,56 River St,BALLINA,2478.0,-28.871937,153.562171,Ballina,,Country,BEARE INVESTMENTS PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Ballina,Yes,3.0,15,0,15,0,15,15,2022,,,
LIQH400108397,Liquor - hotel licence,1960-02-18 00:00:00,Current,1960-02-18 00:00:00,Trading,Imperial Hotel,Cnr Beardy & Faulkner Sts,ARMIDALE,2350.0,-30.513875,151.667213,Armidale Regional,,Country,DAVECOLE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Armidale,No,2.0,6,0,6,0,6,6,2022,,,
LIQH400116519,Liquor - hotel licence,1960-02-16 00:00:00,Current,1960-02-16 00:00:00,Trading,Dolphins Harbourside Hotel,Wharf St,TWEED HEADS,2485.0,-28.17005,153.543028,Tweed,,Country,CHEVAL HOTEL MANAGEMENT PTY LTD & TWEED MANAGEMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Tweed Heads,Yes,3.0,15,0,15,0,15,15,2022,,,
LIQH400118171,Liquor - hotel licence,1960-02-16 00:00:00,Current,1960-02-16 00:00:00,Trading,Toronto Hotel,74 Victory Pde,TORONTO,2283.0,-33.012148,151.595813,Lake Macquarie,,Metropolitan,Jonathan Bortoli,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Toronto - Awaba,No,2.0,17,0,17,0,17,15,2022,,,
LIQH400100310,Liquor - hotel licence,1960-02-15 00:00:00,Current,1960-02-15 00:00:00,Trading,Crowbar Sydney,345 Parramatta Rd,LEICHHARDT,2040.0,-33.887472,151.159422,Inner West,,Metropolitan,CROWBAR (NSW) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Leichhardt - Annandale,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400100833,Liquor - hotel licence,1960-02-15 00:00:00,Current,1960-02-15 00:00:00,Trading,Brookvale Hotel,511 Pittwater Rd,BROOKVALE,2100.0,-33.762673,151.270868,Northern Beaches,,Metropolitan,Michael Paterson,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Freshwater - Brookvale,No,1.0,29,0,29,0,29,29,2022,,,
LIQH400109490,Liquor - hotel licence,1960-02-10 00:00:00,Current,2020-10-21 00:00:00,Trading,Royal Hotel,59 Adelaide St,BLAYNEY,2799.0,-33.532288,149.254838,Blayney,,Country,Linda Taylor,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Blayney,No,1.0,5,0,5,0,5,5,2022,,,
LIQH400117434,Liquor - hotel licence,1960-02-09 00:00:00,Current,1960-02-09 00:00:00,Trading,King Street Newcastle,13 and 15 King Street,Newcastle West,2302.0,-32.927736,151.764076,Newcastle,,Metropolitan,Russell Richardson,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Newcastle - Cooks Hill,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400115067,Liquor - hotel licence,1960-02-08 00:00:00,Current,1960-02-08 00:00:00,Trading,Coach and Horses Hotel Maitland,41 Elgin St,MAITLAND,2320.0,-32.734119,151.554543,Maitland,,Country,HUNTER HOTEL GROUP PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Maitland,No,2.0,24,0,24,0,24,24,2022,,,
LIQH400109210,Liquor - hotel licence,1960-02-06 00:00:00,Current,1960-02-06 00:00:00,Trading,Pier Hotel,Camperdown St,COFFS HARBOUR,2450.0,-30.304359,153.136366,Coffs Harbour,,Country,SKINNER PIER HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Coffs Harbour - South,Yes,3.0,17,0,17,0,17,17,2022,,,
LIQH400102070,Liquor - hotel licence,1960-02-04 00:00:00,Current,1960-02-04 00:00:00,Trading,Waterworks Hotel,1102 Botany Rd,BOTANY,2019.0,-33.944052,151.195852,Bayside,,Metropolitan,Kieran King,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Botany,No,1.0,30,0,30,0,30,30,2022,,,
LIQH400100809,Liquor - hotel licence,1960-02-03 00:00:00,Current,1960-02-03 00:00:00,Trading,Vegas Hotel,54 Darlinghurst Rd,POTTS POINT,2011.0,-33.8742,151.223533,Sydney,Kings Cross Precinct,Metropolitan,LEWIS HOTELS VEGAS PTY LTD,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,No,1.0,17,13,30,0,30,30,2022,,,
LIQH400101244,Liquor - hotel licence,1960-02-03 00:00:00,Current,2021-07-14 00:00:00,Trading,The Bank Hotel Sydney,42 Darlinghurst Rd,POTTS POINT,2011.0,-33.87384,151.223811,Sydney,Kings Cross Precinct,Metropolitan,Chyna Bamber,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400122632,Liquor - hotel licence,1960-01-21 00:00:00,Current,2015-07-24 00:00:00,Trading,White Tank Hotel,203 Main St,WEST WYALONG,2671.0,-33.922053,147.203166,Bland,,Country,The White Tank Hotel Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,West Wyalong,No,2.0,4,0,4,0,4,0,2022,,,
LIQH400101864,Liquor - hotel licence,1960-01-20 00:00:00,Current,1960-01-20 00:00:00,Trading,Mr B's Hotel,396 Pitt St,SYDNEY,2000.0,-33.878336,151.207676,Sydney,Sydney CBD Precinct,Metropolitan,Thapanon Wachiranon,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sydney - Haymarket - The Rocks,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400100620,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,The Eastern,512-514 Oxford St,BONDI JUNCTION,2022.0,-33.891415,151.250815,Waverley,,Metropolitan,EASTERN PURSUITS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Bondi Junction - Waverly,No,1.0,18,0,18,0,18,18,2022,,,
LIQH400104081,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,New Brighton Hotel,71 The Corso,MANLY,2095.0,-33.797355,151.28721,Northern Beaches,,Metropolitan,Nelson Zambrano Vernay,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Manly - Fairlight,No,1.0,15,15,30,0,30,30,2022,,,
LIQH400105193,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,Royal Hotel,Railway Pde & Jubilee Ave,CARLTON,2218.0,-33.968793,151.124491,Georges River,,Metropolitan,Marlow Investments (No 3) Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Kogarah Bay - Carlton - Allawah,No,2.0,28,0,28,0,28,28,2022,,,
LIQH400105320,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,Royal Exchange Hotel,Marrickville & Garners Rds,MARRICKVILLE,2204.0,-33.910898,151.157841,Inner West,,Metropolitan,LEWIS HOTELS (MARRICKVILLE) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,No,Marrickville,No,1.0,23,7,30,0,30,30,2022,,,
LIQH400101309,Liquor - hotel licence,1960-01-11 00:00:00,Current,1960-01-11 00:00:00,Trading,Bar Cleveland,433 Cleveland St,REDFERN,2016.0,-33.891884,151.214145,Sydney,,Metropolitan,Dimitri Bousgas,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Redfern - Chippendale,No,2.0,19,0,19,0,19,19,2022,,,
LIQH400105126,Liquor - hotel licence,1960-01-11 00:00:00,Current,1960-01-11 00:00:00,Trading,Rose Bay Hotel,805-807 New South Head Rd,ROSE BAY,2029.0,-33.869991,151.269857,Woollahra,,Metropolitan,Tobias Chick,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Rose Bay - Vaucluse - Watsons Bay,No,1.0,21,9,30,0,30,30,2022,,,
LIQH400106165,Liquor - hotel licence,1960-01-11 00:00:00,Current,1960-01-11 00:00:00,Trading,The Unicorn Hotel Paddington,106 Oxford St,PADDINGTON,2021.0,-33.883354,151.221579,Woollahra,,Metropolitan,PBDC PTY LTD,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Paddington - Moore Park,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400103700,Liquor - hotel licence,1960-01-04 00:00:00,Current,2015-07-23 00:00:00,Trading,Manly Hotel,East Esp,MANLY,2095.0,-33.788128,151.285793,Northern Beaches,,Metropolitan,H H RYAN (NOMINEES) PTY LIMITED,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Manly - Fairlight,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400122527,Liquor - hotel licence,1960-01-04 00:00:00,Current,2020-10-21 00:00:00,Trading,Metropolitan Hotel,156 Main St,WEST WYALONG,2671.0,-33.923756,147.204629,Bland,,Country,GDM HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,West Wyalong,No,2.0,9,0,9,0,9,9,2022,,,
LIQH400109172,Liquor - hotel licence,1959-12-15 00:00:00,Current,2016-06-29 00:00:00,Trading,The Coast Hotel,2 Moonee St,COFFS HARBOUR,2450.0,-30.298023,153.112241,Coffs Harbour,,Country,REDMOND HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Coffs Harbour - South,Yes,3.0,15,0,15,0,15,15,2022,,,
LIQH400100108,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Allawah Hotel,Railway Pde & Mona St,ALLAWAH,2218.0,-33.970146,151.114023,Georges River,,Metropolitan,Ratchaphon Makarasen,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Kogarah Bay - Carlton - Allawah,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400101295,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Dove and Olive Hotel,Devonshire & Waterloo Sts,SURRY HILLS,2010.0,-33.887115,151.21017,Sydney,,Metropolitan,Rodney Taber,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Surry Hills,No,2.0,9,0,9,0,9,9,2022,,,
LIQH400102062,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Crocodile Farm Hotel,262 Liverpool Rd,ASHFIELD,2131.0,-33.88851,151.123957,Inner West,,Metropolitan,Jeffrey Williams,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Ashfield,No,2.0,22,8,30,0,30,30,2022,,,
LIQH400104014,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Mortdale Hotel,George & Pitt Sts,MORTDALE,2223.0,-33.971723,151.080194,Georges River,,Metropolitan,Paul Whitehead,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Mortdale - Penshurst,No,1.0,30,0,30,0,30,30,2022,,,
LIQH400108257,Liquor - hotel licence,1959-12-14 00:00:00,Current,2019-07-22 00:00:00,Trading,Kinross Woolshed Hotel,Bowna Rd,THURGOONA,2640.0,-36.036712,146.997486,Albury,,Country,Daniel Morris,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Albury - East,No,1.0,13,0,13,0,13,13,2022,,,
